S.No,Parliament Constituency,Winning Candidate,Total Votes,Margin
1,Chikkodi(1),PRIYANKA SATISH JARKIHOLI,713461,90834
2,Gulbarga(5),RADHAKRISHNA,652321,27205
3,Raichur(6),G. KUMAR NAIK.,670966,79781
4,Bidar(7),SAGAR ESHWAR KHANDRE,666317,128875
5,Koppal(8),K. RAJASHEKAR BASAVARAJ HITNAL,663511,46357
6,Bellary(9),E. TUKARAM,730845,98992
7,Davanagere(13),DR. PRABHA MALLIKARJUN,633059,26094
8,Hassan(16),SHREYAS. M. PATEL,672988,42649
9,Chamarajanagar(22),SUNIL BOSE,751671,188706
